nbchar;zcode;item type;text;codable;emitter;status;modification date;indent level;lateralite
5;Z99.BA.4;N;"Mindestmerkmal Punkt 2, Überwachung: 
Intensivmedizinisches Monitoring mit mindestens 6-stündliche neurologische Kontrolle mit Dokumentation. 
Mindestens einmal pro Aufenthalt transkranielle Doppler oder Duplexuntersuchung aller intrakraniellen Gefässabschnitte.";non;;0;;5;
6;Z99.BA.41;T;Multimodale Komplexbehandlung bei zerebrovaskulären Vasospasmen, weniger als 7 Behandlungstage;oui;;0;;6;
6;Z99.BA.42;T;Multimodale Komplexbehandlung bei zerebrovaskulären Vasospasmen, von 7 bis 13 Behandlungstage;oui;;0;;6;
6;Z99.BA.43;T;Multimodale Komplexbehandlung bei zerebrovaskulären Vasospasmen, 14 und mehr Behandlungstage;oui;;0;;6;
4;Z99.BB;T;Drogen- und Medikamenten-Entgiftungs- und -Entwöhnungsbehandlung im Neugeborenen- und Säuglingsalter;non;;0;;4;
5;Z99.BB.0;T;Detail der Subkategorie 99.BB;non;;0;;5;
6;Z99.BB.00;T;Drogen- und Medikamenten-Entgiftungs- und -Entwöhnungsbehandlung im Neugeborenen- und Säuglingsalter, n.n.bez.;oui;;0;;6;
5;Z99.BB.1;T;Drogen- und Medikamenten-Entgiftungs- und -Entwöhnungsbehandlung im Neugeborenen- und Säuglingsalter;non;;0;;5;
5;Z99.BB.1;N;"Die Behandlung erfolgt durch ein interdisziplinäres Behandlungsteam, das sich zusammensetzt aus mindestens einer ärztlichen Fachperson (Kinderarzt/Kinderärztin, Psychiater/in), die spitalintern mit Massnahmen zum Schutz des Kindes beauftragt ist, Bezugspflegefachfrauen/-männer, sozialpädiatrisch geschulten Sozialarbeiter/innen und pädiatrischen Physiotherapeut/innen auf einer pädiatrischen und neonatologischen Einheit. Die Entzugsbehandlung beim Neugeborenen und Säugling wird unter der Leitung einer Fachärztin / eines Facharztes für Pädiatrie (idealerweise mit Spezialisierung in Neonatologie) durchgeführt. Der Medikamentenentzug wird mittels validierter Scores mehrfach täglich evaluiert sowie dokumentiert. 
Das Neugeborene wird permanent mit einem Monitor überwacht und durch eine Bezugspflegefachfrau / einen Bezugspflegefachmann mit besonderer Kenntnis in körperlichem Drogenentzug bei Neugeborenen intensiv betreut. Das Behandlungsteam bespricht sich mindestens einmal wöchentlich. Die Eltern, ein Elternteil oder die Bezugsperson werden von der Pflege in der Betreuung des Neugeborenen angeleitet.";non;;0;;5;
6;Z99.BB.11;T;Drogen- und Medikamenten-Entgiftungs- und -Entwöhnungsbehandlung im Neugeborenen- und Säuglingsalter bei mütterlichem Opiat-Konsum während der Schwangerschaft;oui;;0;;6;
6;Z99.BB.12;T;Drogen- und Medikamenten-Entgiftungs- und -Entwöhnungsbehandlung im Neugeborenen- und Säuglingsalter bei mütterlichem Konsum anderer Drogen und Medikamente während der Schwangerschaft;oui;;0;;6;
6;Z99.BB.99;T;Drogen- und Medikamenten-Entgiftungs- und -Entwöhnungsbehandlung im Neugeborenen- und Säuglingsalter, sonstige;oui;;0;;6;
4;Z99.BC;T;Komplementärmedizinische Komplexbehandlung;non;;0;;4;
5;Z99.BC.1;T;Komplementärmedizinische Komplexbehandlung, nach Therapieeinheiten;non;;0;;5;
5;Z99.BC.1;N;"Unter ärztlicher Behandlungsleitung durchgeführte Komplementärmedizin- bestehend aus mehreren spezifischen Therapieverfahren der folgenden fünf Bereiche: 
Anthroposophische Medizin, Homöopathie, Neuraltherapie, TCM und Phytotherapie. 
Das stationär behandelnde multiprofessionelle Team setzt sich zusammen aus: 
- einer Fachärztin / einem Facharzt, der mindestens einen der folgenden Pflichtausweise der 5 komplementärmedizinischen Fachbereiche besitzt: Akupunktur - Traditionelle Chinesische Medizin [ASA] / Anthroposophische Medizin [VAOAS] / Homöopathie [SVHA] / Neuraltherapie [SANTH] / Phytotherapie [SMGP];
- mehreren Therapeutenteams unterschiedlicher Therapiearten- jeweils unter der Leitung einer Therapeutin / eines Therapeuten mit fachspezifischer Ausbildung; 
- speziell geschulten Pflegeteams, jeweils unter der fachlichen Leitung einer Expertin / eines Experten mit komplementärmedizinischen und anthroposophischen Fachkenntnissen [IFAN]. 
Eine Therapieeinheit umfasst die 30-minütige Anwendung aus folgenden ärztlichen, pflegerischen und  therapeutischen Verfahren: komplementärmedizinische Anwendungen, Bäder und Massagen, Einreibungen, Wickel und Auflagen, Bewegungstherapie, künstlerische Therapie, therapeutische Sprachgestaltung, komplementärmedizinisches ärztliches Gespräch sowie Diagnostik, weitere supportive Therapien der einzelnen komplementärmedizinischen Fachbereiche.";non;;0;;5;
6;Z99.BC.11;T;Komplementärmedizinische Komplexbehandlung bis einschliesslich 9 Therapieeinheiten pro stationärem Fall;oui;;0;;6;
6;Z99.BC.12;T;Komplementärmedizinische Komplexbehandlung ab 10 bis 25 Therapieeinheiten pro stationärem Fall;oui;;0;;6;
6;Z99.BC.13;T;Komplementärmedizinische Komplexbehandlung ab 26 bis 49 Therapieeinheiten pro stationärem Fall;oui;;0;;6;
6;Z99.BC.14;T;Komplementärmedizinische Komplexbehandlung ab 50 Therapieeinheiten pro stationärem Fall;oui;;0;;6;
4;Z99.BD;T;Integrierte Komplexbehandlung bei schwerer Essstörung, nach Anzahl Behandlungstage;non;;0;;4;
4;Z99.BD;S;Falls durchgeführt - Pflege-Komplexbehandlung (99.C-);non;;0;;4;
4;Z99.BD;X;Kode weglassen - Komplexbehandlung bei Essstörung in der Psychiatrie (94.3G.-);non;;0;;4;
4;Z99.BD;N;"Mindestmerkmal Punkt 1, Kurzbeschreibung: 
Interdisziplinäre Behandlung der Patientinnen / Patienten mit Grunddiagnose Essstörung mit gravierenden körperlichen sowie psychischen Symptomen sowie erheblichen psychosozialen Belastungen unter der Leitung einer Fachärztin / eines Facharztes für Innere Medizin, Intensivmedizin, Pädiatrie, Endokrinologie/Diabetologie, Psychiatrie und Psychotherapie oder einer Ärztin / eines Arztes mit interdisziplinärem Schwerpunkttitel Psychosomatische und Psychosoziale Medizin.";non;;0;;4;
4;Z99.BD;N;"Mindestmerkmal Punkt 2, Indikation: 
Grunddiagnose schwere Essstörung bei akut bedrohlicher somatischer sowie psychischer Symptomatik, die im ambulanten Setting nicht behandelbar ist und eine somatisch-psychiatrisch-psychotherapeutisch integrierte Behandlung erfordert.";non;;0;;4;
4;Z99.BD;N;"Mindestmerkmal Punkt 3, Zusammensetzung und Qualifikation des Behandlungsteams: 
Interdisziplinäre Behandlung. Folgende Therapeutengruppen sind dabei u.a. je nach Behandlungsplan und klinischem Zustandsbild einzubeziehen: 
Fachärzt/innen (Innere Medizin, Intensivmedizin, Pädiatrie, Endokrinologie/Diabetologie, Psychosomatik, (Kinder-Jugend-)Psychiatrie und Psychotherapie), Ernährungsberater/innen, (Kinder-Jugend-)Psycholog/innen, psychologische (Kinder-Jugend-)Psychotherapeut/innen, Physiotherapeut/innen (inkl. physikalischer Therapie), Ergotherapeut/innen, (Heil-)pädagog/innen, Sozialpädagog/innen, Sozialarbeiter/innen.";non;;0;;4;
4;Z99.BD;N;"Mindestmerkmal Punkt 4, Behandlung: 
a) Tägliche Visite durch Ärztin / Arzt der fallführenden Fachdisziplin, in den ersten 21 Tagen an 7/7 Tagen klinische Visite (wegen Refeeding-Gefahren, z. B. Lungenödem), anschliessend i.d.R. an 5/7 Tagen (d.h. normaler Spitalwochenendservice, wo symptomgetriggert visitiert wird). 
b) Mindestens zweimal pro Woche Visite durch die ergänzenden Disziplinen. Im Bereich der Akutsomatik eine Psychiaterin / ein Psychiater, psychologische (Kinder-Jugend-) Psychotherapeut/innen oder eine Ärztin / ein Arzt mit interdisziplinärem Schwerpunkttitel Psychosomatische und Psychosoziale Medizin mit nachweisbarem klinischen Erfahrungswissen hinsichtlich Umgang mit schweren Essstörungen zur psychologischen Begleitung. Im Bereich der Psychiatrie eine Fachärztin / ein Facharzt Innere Medizin, Intensivmedizin, Pädiatrie oder Endokrinologie/Diabetologie.
c) Ernährungsberatung/therapie durch Ernährungsberater/innen. 
d) Interdisziplinäre wöchentliche Fallbesprechung. 
e) 24h-Betreuung durch geschultes Pflegepersonal anhand schriftlich vorliegender Pflegestandards. Die Schulung des Pflegepersonals zeigt sich in Form von schriftlichen Pflegebehandlungsstandards und nachweisbaren Pflegefortbildungsveranstaltungen oder Fallbesprechungen. 
f) Psycho-, Ergo- und Physiotherapie (Einzel- und Gruppentherapie) im Umfang von mindestens 150 Min. pro Woche, entsprechend dem klinischen Zustand.";non;;0;;4;
5;Z99.BD.0;T;Detail der Subkategorie 99.BD;non;;0;;5;
6;Z99.BD.1B;T;Integrierte Komplexbehandlung bei schwerer Essstörung, bis 6 Behandlungstage;oui;;0;;6;
6;Z99.BD.1C;T;Integrierte Komplexbehandlung bei schwerer Essstörung, mindestens 7 bis 13 Behandlungstage;oui;;0;;6;
6;Z99.BD.1D;T;Integrierte Komplexbehandlung bei schwerer Essstörung, mindestens 14 bis 27 Behandlungstage;oui;;0;;6;
6;Z99.BD.1E;T;Integrierte Komplexbehandlung bei schwerer Essstörung, mindestens 28 bis 41 Behandlungstage;oui;;0;;6;
6;Z99.BD.1F;T;Integrierte Komplexbehandlung bei schwerer Essstörung, mindestens 42 bis 55 Behandlungstage;oui;;0;;6;
6;Z99.BD.1G;T;Integrierte Komplexbehandlung bei schwerer Essstörung, mindestens 56 bis 69 Behandlungstage;oui;;0;;6;
6;Z99.BD.1H;T;Integrierte Komplexbehandlung bei schwerer Essstörung, mindestens 70 bis 83 Behandlungstage;oui;;0;;6;
6;Z99.BD.1I;T;Integrierte Komplexbehandlung bei schwerer Essstörung, mindestens 84 bis 97 Behandlungstage;oui;;0;;6;
6;Z99.BD.1K;T;Integrierte Komplexbehandlung bei schwerer Essstörung, mindestens 98 bis 125 Behandlungstage;oui;;0;;6;
6;Z99.BD.1L;T;Integrierte Komplexbehandlung bei schwerer Essstörung, mindestens 126 bis 153 Behandlungstage;oui;;0;;6;
6;Z99.BD.1M;T;Integrierte Komplexbehandlung bei schwerer Essstörung, mindestens 154 bis 181 Behandlungstage;oui;;0;;6;
6;Z99.BD.1N;T;Integrierte Komplexbehandlung bei schwerer Essstörung, mindestens 182 bis 209 Behandlungstage;oui;;0;;6;
6;Z99.BD.1O;T;Integrierte Komplexbehandlung bei schwerer Essstörung, mindestens 210 bis 237 Behandlungstage;oui;;0;;6;
6;Z99.BD.1P;T;Integrierte Komplexbehandlung bei schwerer Essstörung, mindestens 238 und mehr Behandlungstage;oui;;0;;6;
3;Z99.C;T;Pflege-Komplexbehandlung;non;;0;;3;
3;Z99.C;X;Behandlung einer Fistel oder eines Stomas durch Stomaberaterin / Stomaberater - Konservative Versorgung einer enterokutanen Fistel [äussere Darmfistel] oder eines Stomas (93.5B.-);non;;0;;3;
3;Z99.C;X;"Die Leistungsgruppe 5 «Kommunikation und Sicherheit» darf in 99.C- nicht berücksichtigt werden bei gleichzeitiger 
- 1:1-Betreuung bei psychischen und psychosomatischen Störungen und Verhaltensstörungen in der Kinder- und Jugendpsychiatrie oder in der Erwachsenenpsychiatrie (94.3D.-, 94.3E.-)";non;;0;;3;
3;Z99.C;X;"Die Leistungsgruppe 5 «Kommunikation und Sicherheit» darf in 99.C- nicht berücksichtigt werden bei gleichzeitiger 
- Komplexbehandlung der polymorbiden alterspsychiatrischen Akutpatientin / des polymorbiden alterspsychiatrischen Akutpatienten (94.3B.-)";non;;0;;3;
3;Z99.C;X;"Die Leistungsgruppe 5 «Kommunikation und Sicherheit» darf in 99.C- nicht berücksichtigt werden bei gleichzeitiger 
- Psychiatrisch-psychotherapeutische Krisenintervention in der Kinder- und Jugendpsychiatrie oder Erwachsenenpsychiatrie (94.35.1-, 94.35.2-)";non;;0;;3;
3;Z99.C;X;Die Leistungsgruppe 6 «Essen und Trinken» darf in 99.C- nicht berücksichtigt werden bei gleichzeitiger - Integrierte Komplexbehandlung bei schwerer Essstörung, nach Anzahl Behandlungstage (99.BD.-);non;;0;;3;
3;Z99.C;X;Die Leistungsgruppe 6 «Essen und Trinken» darf in 99.C- nicht berücksichtigt werden bei gleichzeitiger - Komplexbehandlung bei Essstörung in der Psychiatrie (94.3G.-);non;;0;;3;
3;Z99.C;X;Kode weglassen - Fachübergreifende Frührehabilitation, nach Anzahl der Behandlungstage (93.86.-);non;;0;;3;
3;Z99.C;X;Kode weglassen - Intensivmedizinische Komplexbehandlung (99.B7.-);non;;0;;3;
3;Z99.C;X;Kode weglassen - Komplexbehandlung bei Demenz mit psychiatrischen und psychoorganischen Komplikationen (94.3C.-);non;;0;;3;
3;Z99.C;X;Kode weglassen - Komplexbehandlung der polymorbiden neuropsychiatrischen Akutpatientin / des polymorbiden neuropsychiatrischen Akutpatienten mit intellektueller Entwicklungsstörung [IE] (94.3H.-);non;;0;;3;
3;Z99.C;X;Kode weglassen - Komplexbehandlung in einer Intermediate-Care Unit [IMCU] (99.B8.-);non;;0;;3;
3;Z99.C;X;Kode weglassen - Neurologische Komplexbehandlung des akuten Hirnschlags in einer Stroke Unit [SU] (99.BA.2-);non;;0;;3;
3;Z99.C;X;Kode weglassen - Neurologische Komplexbehandlung des akuten Hirnschlags in Stroke Center [SC] (99.BA.1-);non;;0;;3;
3;Z99.C;X;Kode weglassen - Neurologisch-neurochirurgische Frührehabilitation, nach Anzahl Behandlungstage (93.8C.1-);non;;0;;3;
3;Z99.C;X;Kode weglassen - Rehabilitation (BA.-);non;;0;;3;
3;Z99.C;X;Kode weglassen - Zusätze für die Rehabilitation (BB.-);non;;0;;3;
3;Z99.C;N;A) Die Punkte der Pflege-Komplexbehandlung werden auf akutsomatischer oder psychiatrischer Abteilung erfasst.;non;;0;;3;
3;Z99.C;N;"Mindestmerkmal Punkt 1, Indikation: 
Die CHOP-Kodes dienen zur Kennzeichnung besonders pflegeintensiver Fälle auf der akutsomatischen oder psychiatrischen Abteilung.";non;;0;;3;
3;Z99.C;N;"Mindestmerkmal Punkt 2, Leistungsgruppen: 
Je nach Alterskategorie sind 6 oder 7 Leistungsgruppen relevant. Das Mindestmerkmal Punkt 02 wird unter jeder Subkategorie präzisiert.";non;;0;;3;
3;Z99.C;N;"Mindestmerkmal Punkt 3, Pflegeinterventionsprofil (Leistungskomplexe, -bündel):
Die Pflegeinterventionsprofile sind an Messkriterien / Mindestanforderungen gebunden. 
Beispiel: 4 mal täglich, 1 Stunde pro Tag. 
Die Pflegeinterventionen gemäss definierten Pflegeinterventionsprofilen werden durch Pflegefachfrauen / Pflegefachmänner oder durch Pflegepersonal unter der Verantwortung und Aufsicht, von Pflegefachfrauen / Pflegefachmännern durchgeführt.";non;;0;;3;
3;Z99.C;N;"Mindestmerkmal Punkt 4, Dokumentation: 
Die Pflegeinterventionsprofile werden in der Patientendokumentation nachvollziehbar dokumentiert und visiert (Dokumentationsnachweis).";non;;0;;3;
3;Z99.C;N;"Mindestmerkmal Punkt 5, Leistungserfassung:
In mindestens zwei Leistungsgruppen muss einmal pro Behandlungstag mindestens ein Pflegeinterventionsprofil erfüllt sein, um den Punktwert am jeweiligen Tag in der Summe anrechnen zu können.";non;;0;;3;
3;Z99.C;N;"Mindestmerkmal Punkt 6, Berechnung der Pflegeinterventionsprofile:
Beispiel 1: 
Tag 3, Änderung der Körperposition/-lage und Mobilisation (1 Punkt) SOWIE 1:1 Betreuung (1 Punkt) ergibt eine Tagespunktzahl von 2 Punkten.
Beispiel 2: 
Tag 4, Änderung der Körperposition/-lage und Mobilisation (1 Punkt) ergibt eine Tagespunktzahl von 0 Punkten.

Das Zutreffen mehrerer Pflegeinterventionsprofile in einer Leistungsgruppe führt nicht zu mehr Punkten. Pro Leistungsgruppe kann an einem Tag höchstens 1 Punkt erzielt werden. 
Ein fehlender Punktwert für eine Leistungsgruppe kann nicht mit überzähligen Pflegeinterventionsprofilen aus einer anderen Leistungsgruppe kompensiert werden. 
Die Punkte der Leistungsgruppen werden für den jeweiligen Tag addiert. Die Punktwerte müssen über den Aufenthalt pro Tag dargestellt werden. 
Für Frühgeborene, Neugeborene und Säuglinge beträgt der Maximalpunktwert pro Tag 6 Punkte.
Für Kleinkinder, Kinder, Jugendliche und Erwachsen beträgt der Maximalpunktwert pro Tag 7 Punkte.";non;;0;;3;
3;Z99.C;N;"Mindestmerkmal Punkt 7, Aufnahme- und Entlassungstag: 
Der Aufnahme- sowie der Entlassungstag werden bei der Erfassung der Aufwandspunkte berücksichtigt.";non;;0;;3;
3;Z99.C;N;"Mindestmerkmal Punkt 8, Berechnung der Gesamtsumme:
Die Gesamtsumme der Aufwandspunkte errechnet sich aus der Summe der täglich ermittelten Punkte über die gesamte Aufenthaltsdauer der Patientin / des Patienten. 
Der zugehörige CHOP-Kode, der Subkategorie 99.C2.-, 99.C3.-, 99.C4.- oder 99.C5.-, der der Alterskategorie der Patientin / des Patienten bei Eintritt entspricht, wird anhand der Gesamtsumme der Aufwandspunkte ermittelt.";non;;0;;3;
4;Z99.C2;T;Pflege-Komplexbehandlung bei Erwachsenen, nach Aufwandspunkten;non;;0;;4;
4;Z99.C2;N;"Mindestmerkmal Punkt 1, Altersgrenze: 
Dieser Kode gilt für Patientinnen / Patienten ab dem vollendeten 16. Lebensjahr.";non;;0;;4;
4;Z99.C2;N;"Mindestmerkmal Punkt 2, Leistungsgruppen: 
Es sind 7 Leistungsgruppen (Leistungsbereiche) definiert, die ein oder mehrere Pflegeinterventionsprofile (Leistungskomplexe, -bündel) beinhalten. 
Die Definition und Beschreibung der 7 Leistungsgruppen und deren Pflegeinterventionsprofile sind im Anhang «99.C2.- Pflege-Komplexbehandlung bei Erwachsenen» der CHOP beschrieben.";non;;0;;4;
5;Z99.C2.0;T;Detail der Subkategorie 99.C2;non;;0;;5;
6;Z99.C2.11;T;Pflege-Komplexbehandlung bei Erwachsenen, 2 bis 5 Aufwandspunkte;oui;;0;;6;
6;Z99.C2.12;T;Pflege-Komplexbehandlung bei Erwachsenen, 6 bis 10 Aufwandspunkte;oui;;0;;6;
6;Z99.C2.13;T;Pflege-Komplexbehandlung bei Erwachsenen, 11 bis 15 Aufwandspunkte;oui;;0;;6;
6;Z99.C2.15;T;Pflege-Komplexbehandlung bei Erwachsenen, 16 bis 20 Aufwandspunkte;oui;;0;;6;
6;Z99.C2.16;T;Pflege-Komplexbehandlung bei Erwachsenen, 21 bis 25 Aufwandspunkte;oui;;0;;6;
6;Z99.C2.17;T;Pflege-Komplexbehandlung bei Erwachsenen, 26 bis 30 Aufwandspunkte;oui;;0;;6;
6;Z99.C2.18;T;Pflege-Komplexbehandlung bei Erwachsenen, 31 bis 35 Aufwandspunkte;oui;;0;;6;
6;Z99.C2.1A;T;Pflege-Komplexbehandlung bei Erwachsenen, 36 bis 40 Aufwandspunkte;oui;;0;;6;
6;Z99.C2.1B;T;Pflege-Komplexbehandlung bei Erwachsenen, 41 bis 45 Aufwandspunkte;oui;;0;;6;
6;Z99.C2.1C;T;Pflege-Komplexbehandlung bei Erwachsenen, 46 bis 50 Aufwandspunkte;oui;;0;;6;
6;Z99.C2.1D;T;Pflege-Komplexbehandlung bei Erwachsenen, 51 bis 55 Aufwandspunkte;oui;;0;;6;
6;Z99.C2.1E;T;Pflege-Komplexbehandlung bei Erwachsenen, 56 bis 60 Aufwandspunkte;oui;;0;;6;
6;Z99.C2.1F;T;Pflege-Komplexbehandlung bei Erwachsenen, 61 bis 65 Aufwandspunkte;oui;;0;;6;
6;Z99.C2.1G;T;Pflege-Komplexbehandlung bei Erwachsenen, 66 bis 70 Aufwandspunkte;oui;;0;;6;
6;Z99.C2.1H;T;Pflege-Komplexbehandlung bei Erwachsenen, 71 bis 80 Aufwandspunkte;oui;;0;;6;
6;Z99.C2.1I;T;Pflege-Komplexbehandlung bei Erwachsenen, 81 bis 90 Aufwandspunkte;oui;;0;;6;
6;Z99.C2.1J;T;Pflege-Komplexbehandlung bei Erwachsenen, 91 bis 100 Aufwandspunkte;oui;;0;;6;
6;Z99.C2.1K;T;Pflege-Komplexbehandlung bei Erwachsenen, 101 bis 125 Aufwandspunkte;oui;;0;;6;
6;Z99.C2.1L;T;Pflege-Komplexbehandlung bei Erwachsenen, 126 bis 150 Aufwandspunkte;oui;;0;;6;
6;Z99.C2.1M;T;Pflege-Komplexbehandlung bei Erwachsenen, 151 bis 175 Aufwandspunkte;oui;;0;;6;
6;Z99.C2.1N;T;Pflege-Komplexbehandlung bei Erwachsenen, 176 bis 200 Aufwandspunkte;oui;;0;;6;
6;Z99.C2.1O;T;Pflege-Komplexbehandlung bei Erwachsenen, 201 bis 225 Aufwandspunkte;oui;;0;;6;
6;Z99.C2.1P;T;Pflege-Komplexbehandlung bei Erwachsenen, 226 bis 250 Aufwandspunkte;oui;;0;;6;
6;Z99.C2.1Q;T;Pflege-Komplexbehandlung bei Erwachsenen, 251 bis 275 Aufwandspunkte;oui;;0;;6;
6;Z99.C2.1R;T;Pflege-Komplexbehandlung bei Erwachsenen, 276 bis 300 Aufwandspunkte;oui;;0;;6;
6;Z99.C2.1S;T;Pflege-Komplexbehandlung bei Erwachsenen, 301 bis 350 Aufwandspunkte;oui;;0;;6;
6;Z99.C2.1T;T;Pflege-Komplexbehandlung bei Erwachsenen, 351 bis 400 Aufwandspunkte;oui;;0;;6;
6;Z99.C2.1U;T;Pflege-Komplexbehandlung bei Erwachsenen, 401 bis 450 Aufwandspunkte;oui;;0;;6;
6;Z99.C2.1V;T;Pflege-Komplexbehandlung bei Erwachsenen, 451 bis 500 Aufwandspunkte;oui;;0;;6;
6;Z99.C2.1W;T;Pflege-Komplexbehandlung bei Erwachsenen, 501 bis 600 Aufwandspunkte;oui;;0;;6;
6;Z99.C2.1Y;T;Pflege-Komplexbehandlung bei Erwachsenen, 601 bis 700 Aufwandspunkte;oui;;0;;6;
6;Z99.C2.21;T;Pflege-Komplexbehandlung bei Erwachsenen, 701 bis 800 Aufwandspunkte;oui;;0;;6;
6;Z99.C2.22;T;Pflege-Komplexbehandlung bei Erwachsenen, 801 bis 900 Aufwandspunkte;oui;;0;;6;
6;Z99.C2.23;T;Pflege-Komplexbehandlung bei Erwachsenen, 901 bis 1000 Aufwandspunkte;oui;;0;;6;
6;Z99.C2.24;T;Pflege-Komplexbehandlung bei Erwachsenen, 1001 bis 1100 Aufwandspunkte;oui;;0;;6;
6;Z99.C2.25;T;Pflege-Komplexbehandlung bei Erwachsenen, 1101 bis 1200 Aufwandspunkte;oui;;0;;6;
6;Z99.C2.26;T;Pflege-Komplexbehandlung bei Erwachsenen, 1201 bis 1300 Aufwandspunkte;oui;;0;;6;
6;Z99.C2.27;T;Pflege-Komplexbehandlung bei Erwachsenen, 1301 bis 1400 Aufwandspunkte;oui;;0;;6;
6;Z99.C2.28;T;Pflege-Komplexbehandlung bei Erwachsenen, 1401 bis 1500 Aufwandspunkte;oui;;0;;6;
6;Z99.C2.2A;T;Pflege-Komplexbehandlung bei Erwachsenen, 1501 bis 1600 Aufwandspunkte;oui;;0;;6;
6;Z99.C2.2B;T;Pflege-Komplexbehandlung bei Erwachsenen, 1601 bis 1700 Aufwandspunkte;oui;;0;;6;
6;Z99.C2.2C;T;Pflege-Komplexbehandlung bei Erwachsenen, 1701 bis 1800 Aufwandspunkte;oui;;0;;6;
6;Z99.C2.2D;T;Pflege-Komplexbehandlung bei Erwachsenen, 1801 bis 1900 Aufwandspunkte;oui;;0;;6;
6;Z99.C2.2E;T;Pflege-Komplexbehandlung bei Erwachsenen, 1901 bis 2000 Aufwandspunkte;oui;;0;;6;
6;Z99.C2.2F;T;Pflege-Komplexbehandlung bei Erwachsenen, 2001 bis 2100 Aufwandspunkte;oui;;0;;6;
6;Z99.C2.2G;T;Pflege-Komplexbehandlung bei Erwachsenen, 2101 bis 2200 Aufwandspunkte;oui;;0;;6;
6;Z99.C2.2H;T;Pflege-Komplexbehandlung bei Erwachsenen, 2201 bis 2300 Aufwandspunkte;oui;;0;;6;
6;Z99.C2.2I;T;Pflege-Komplexbehandlung bei Erwachsenen, 2301 bis 2400 Aufwandspunkte;oui;;0;;6;
6;Z99.C2.2J;T;Pflege-Komplexbehandlung bei Erwachsenen, 2401 bis 2500 Aufwandspunkte;oui;;0;;6;
6;Z99.C2.2K;T;Pflege-Komplexbehandlung bei Erwachsenen, 2501 und mehr Aufwandspunkte;oui;;0;;6;
4;Z99.C3;T;Pflege-Komplexbehandlung bei Kindern und Jugendlichen, nach Aufwandspunkten;non;;0;;4;
4;Z99.C3;N;"Mindestmerkmal Punkt 1, Altersgrenze: 
Dieser Kode gilt für Kinder/Jugendliche ab Beginn des 7. Lebensjahr bis zum vollendeten 16. Lebensjahr (grösser oder gleich 6 bis < 16 Jahre alt).";non;;0;;4;
4;Z99.C3;N;"Mindestmerkmal Punkt 2, Leistungsgruppen: 
Es sind 7 Leistungsgruppen (Leistungsbereiche) definiert, die eines oder mehrere Pflegeinterventionsprofile (Leistungskomplexe, -bündel) beinhalten. 
Die Definition und Beschreibung der 7 Leistungsgruppen und deren Pflegeinterventionsprofile sind im Anhang «99.C3.- Pflege-Komplexbehandlung bei Kindern und Jugendlichen» der CHOP beschrieben.";non;;0;;4;
5;Z99.C3.0;T;Detail der Subkategorie 99.C3;non;;0;;5;
6;Z99.C3.11;T;Pflege-Komplexbehandlung bei Kindern und Jugendlichen, 2 bis 5 Aufwandspunkte;oui;;0;;6;
6;Z99.C3.12;T;Pflege-Komplexbehandlung bei Kindern und Jugendlichen, 6 bis 10 Aufwandspunkte;oui;;0;;6;
6;Z99.C3.13;T;Pflege-Komplexbehandlung bei Kindern und Jugendlichen, 11 bis 15 Aufwandspunkte;oui;;0;;6;
6;Z99.C3.15;T;Pflege-Komplexbehandlung bei Kindern und Jugendlichen, 16 bis 20 Aufwandspunkte;oui;;0;;6;
6;Z99.C3.16;T;Pflege-Komplexbehandlung bei Kindern und Jugendlichen, 21 bis 25 Aufwandspunkte;oui;;0;;6;
6;Z99.C3.17;T;Pflege-Komplexbehandlung bei Kindern und Jugendlichen, 26 bis 30 Aufwandspunkte;oui;;0;;6;
6;Z99.C3.18;T;Pflege-Komplexbehandlung bei Kindern und Jugendlichen, 31 bis 35 Aufwandspunkte;oui;;0;;6;
6;Z99.C3.1A;T;Pflege-Komplexbehandlung bei Kindern und Jugendlichen, 36 bis 40 Aufwandspunkte;oui;;0;;6;
6;Z99.C3.1B;T;Pflege-Komplexbehandlung bei Kindern und Jugendlichen, 41 bis 45 Aufwandspunkte;oui;;0;;6;
6;Z99.C3.1C;T;Pflege-Komplexbehandlung bei Kindern und Jugendlichen, 46 bis 50 Aufwandspunkte;oui;;0;;6;
6;Z99.C3.1D;T;Pflege-Komplexbehandlung bei Kindern und Jugendlichen, 51 bis 55 Aufwandspunkte;oui;;0;;6;
6;Z99.C3.1E;T;Pflege-Komplexbehandlung bei Kindern und Jugendlichen, 56 bis 60 Aufwandspunkte;oui;;0;;6;
6;Z99.C3.1F;T;Pflege-Komplexbehandlung bei Kindern und Jugendlichen, 61 bis 65 Aufwandspunkte;oui;;0;;6;
6;Z99.C3.1G;T;Pflege-Komplexbehandlung bei Kindern und Jugendlichen, 66 bis 70 Aufwandspunkte;oui;;0;;6;
6;Z99.C3.1H;T;Pflege-Komplexbehandlung bei Kindern und Jugendlichen, 71 bis 80 Aufwandspunkte;oui;;0;;6;
6;Z99.C3.1I;T;Pflege-Komplexbehandlung bei Kindern und Jugendlichen, 81 bis 90 Aufwandspunkte;oui;;0;;6;
6;Z99.C3.1J;T;Pflege-Komplexbehandlung bei Kindern und Jugendlichen, 91 bis 100 Aufwandspunkte;oui;;0;;6;
6;Z99.C3.1K;T;Pflege-Komplexbehandlung bei Kindern und Jugendlichen, 101 bis 125 Aufwandspunkte;oui;;0;;6;
